Institution,Subinstitution,InstitutionType,År,Afbrudte,Fuldførte,Latitude,Longitude
Professionshøjskoler,Københavns Professionshøjskole,Fysioterapeutuddannelsen Nordsjælland - UCC,2022,,,,
Professionshøjskoler,Københavns Professionshøjskole,Fysioterapeutuddannelsen Nordsjælland - UCC,2023,,,,
Professionshøjskoler,Københavns Professionshøjskole,Fysioterapeutuddannelsen Nordsjælland - UCC,2024,,,,
Professionshøjskoler,Københavns Professionshøjskole,Jordemoderuddannelsen Metropol,2015,6.0,56.0,,
Professionshøjskoler,Københavns Professionshøjskole,Jordemoderuddannelsen Metropol,2016,,61.0,,
Professionshøjskoler,Københavns Professionshøjskole,Jordemoderuddannelsen Metropol,2017,,,,
Professionshøjskoler,Københavns Professionshøjskole,Jordemoderuddannelsen Metropol,2018,,,,
Professionshøjskoler,Københavns Professionshøjskole,Jordemoderuddannelsen Metropol,2019,,,,
Professionshøjskoler,Københavns Professionshøjskole,Jordemoderuddannelsen Metropol,2020,,,,
Professionshøjskoler,Københavns Professionshøjskole,Jordemoderuddannelsen Metropol,2021,,,,
Professionshøjskoler,Københavns Professionshøjskole,Jordemoderuddannelsen Metropol,2022,,,,
Professionshøjskoler,Københavns Professionshøjskole,Jordemoderuddannelsen Metropol,2023,,,,
Professionshøjskoler,Københavns Professionshøjskole,Jordemoderuddannelsen Metropol,2024,,,,
Professionshøjskoler,Københavns Professionshøjskole,"Kristendom, kultur og kommunikation, Diakonissestiftelsen",2015,7.0,12.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Kristendom, kultur og kommunikation, Diakonissestiftelsen",2016,,22.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Kristendom, kultur og kommunikation, Diakonissestiftelsen",2017,,,,
Professionshøjskoler,Københavns Professionshøjskole,"Kristendom, kultur og kommunikation, Diakonissestiftelsen",2018,,,,
Professionshøjskoler,Københavns Professionshøjskole,"Kristendom, kultur og kommunikation, Diakonissestiftelsen",2019,,,,
Professionshøjskoler,Københavns Professionshøjskole,"Kristendom, kultur og kommunikation, Diakonissestiftelsen",2020,,,,
Professionshøjskoler,Københavns Professionshøjskole,"Kristendom, kultur og kommunikation, Diakonissestiftelsen",2021,,,,
Professionshøjskoler,Københavns Professionshøjskole,"Kristendom, kultur og kommunikation, Diakonissestiftelsen",2022,,,,
Professionshøjskoler,Københavns Professionshøjskole,"Kristendom, kultur og kommunikation, Diakonissestiftelsen",2023,,,,
Professionshøjskoler,Københavns Professionshøjskole,"Kristendom, kultur og kommunikation, Diakonissestiftelsen",2024,,,,
Professionshøjskoler,Københavns Professionshøjskole,Københavns Professionshøjskole - Aarhus,2015,,8.0,,
Professionshøjskoler,Københavns Professionshøjskole,Københavns Professionshøjskole - Aarhus,2016,,8.0,,
Professionshøjskoler,Københavns Professionshøjskole,Københavns Professionshøjskole - Aarhus,2017,,16.0,,
Professionshøjskoler,Københavns Professionshøjskole,Københavns Professionshøjskole - Aarhus,2018,,5.0,,
Professionshøjskoler,Københavns Professionshøjskole,Københavns Professionshøjskole - Aarhus,2019,,8.0,,
Professionshøjskoler,Københavns Professionshøjskole,Københavns Professionshøjskole - Aarhus,2020,,5.0,,
Professionshøjskoler,Københavns Professionshøjskole,Københavns Professionshøjskole - Aarhus,2021,5.0,,,
Professionshøjskoler,Københavns Professionshøjskole,Københavns Professionshøjskole - Aarhus,2022,48.0,,,
Professionshøjskoler,Københavns Professionshøjskole,Københavns Professionshøjskole - Aarhus,2023,70.0,,,
Professionshøjskoler,Københavns Professionshøjskole,Københavns Professionshøjskole - Aarhus,2024,,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm Sundhed, Rønne",2015,15.0,6.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm Sundhed, Rønne",2016,,14.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm Sundhed, Rønne",2017,,25.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm Sundhed, Rønne",2018,,26.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm Sundhed, Rønne",2019,,20.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm Sundhed, Rønne",2020,,28.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm Sundhed, Rønne",2021,,15.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm Sundhed, Rønne",2022,,14.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm Sundhed, Rønne",2023,,17.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm Sundhed, Rønne",2024,,15.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm, Rønne",2015,12.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm, Rønne",2016,7.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm, Rønne",2017,12.0,25.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm, Rønne",2018,14.0,35.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm, Rønne",2019,16.0,13.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm, Rønne",2020,18.0,33.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm, Rønne",2021,9.0,27.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm, Rønne",2022,8.0,47.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm, Rønne",2023,10.0,30.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Bornholm, Rønne",2024,,44.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København",2015,5.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København",2016,17.0,341.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København",2017,13.0,1632.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København",2018,15.0,1491.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København",2019,22.0,1489.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København",2020,25.0,1428.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København",2021,19.0,1494.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København",2022,16.0,1374.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København",2023,12.0,1429.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København",2024,,1373.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København (e-læring)",2015,291.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København (e-læring)",2016,794.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København (e-læring)",2017,643.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København (e-læring)",2018,831.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København (e-læring)",2019,801.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København (e-læring)",2020,731.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København (e-læring)",2021,930.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København (e-læring)",2022,875.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København (e-læring)",2023,773.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Carlsberg, København (e-læring)",2024,,30.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød",2015,,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød",2016,,182.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød",2017,,468.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød",2018,,496.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød",2019,,491.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød",2020,,475.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød",2021,,433.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød",2022,25.0,551.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød",2023,40.0,468.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød",2024,,488.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød (e-læring)",2015,56.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød (e-læring)",2016,186.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød (e-læring)",2017,189.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød (e-læring)",2018,243.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød (e-læring)",2019,287.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød (e-læring)",2020,265.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød (e-læring)",2021,305.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød (e-læring)",2022,283.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød (e-læring)",2023,288.0,19.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole - Campus Nordsjælland, Hillerød (e-læring)",2024,,55.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Diakonissestiftelsen",2015,10.0,86.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Diakonissestiftelsen",2016,17.0,76.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Diakonissestiftelsen",2017,18.0,110.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Diakonissestiftelsen",2018,6.0,91.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Diakonissestiftelsen",2019,,86.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Diakonissestiftelsen",2020,,105.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Diakonissestiftelsen",2021,,83.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Diakonissestiftelsen",2022,,66.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Diakonissestiftelsen",2023,,90.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Diakonissestiftelsen",2024,,96.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Hillerød",2015,25.0,45.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Hillerød",2016,34.0,49.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Hillerød",2017,36.0,56.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Hillerød",2018,38.0,60.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Hillerød",2019,45.0,46.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Hillerød",2020,37.0,52.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Hillerød",2021,34.0,38.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Hillerød",2022,22.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Hillerød",2023,38.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Hillerød",2024,,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Kronprinsesse Sofies Vej",2015,16.0,298.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Kronprinsesse Sofies Vej",2016,12.0,307.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Kronprinsesse Sofies Vej",2017,17.0,300.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Kronprinsesse Sofies Vej",2018,26.0,308.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Kronprinsesse Sofies Vej",2019,21.0,287.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Kronprinsesse Sofies Vej",2020,5.0,295.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Kronprinsesse Sofies Vej",2021,,322.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Kronprinsesse Sofies Vej",2022,,311.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Kronprinsesse Sofies Vej",2023,,348.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Kronprinsesse Sofies Vej",2024,,326.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Nyelandsvej",2015,63.0,234.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Nyelandsvej",2016,93.0,229.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Nyelandsvej",2017,104.0,196.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Nyelandsvej",2018,87.0,222.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Nyelandsvej",2019,136.0,196.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Nyelandsvej",2020,103.0,200.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Nyelandsvej",2021,106.0,191.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Nyelandsvej",2022,103.0,170.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Nyelandsvej",2023,137.0,150.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Nyelandsvej",2024,,146.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Nødebo",2015,119.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Nødebo",2016,123.0,,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Nødebo",2017,100.0,16.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Nødebo",2018,94.0,19.0,,
Professionshøjskoler,Københavns Professionshøjskole,"Københavns Professionshøjskole, Nødebo",2019,65.0,16.0,,
